id,Paper,Name,Alloy,Nb of phase,Phase,Experimental or theoretical,Experimental details,Theoretical details,Special conditions,Type of solution
4044,10.1016-j.nme.2023.101510.txt,10.1016-j.nme.2023.101510.txt,CoCrFeMnNiY2O3,2,face-centred cubic + Y2O3,experimental,"arc melting, Temperature: Not specified, Time: Not specified",N/A,None,Intermetallic
4045,10.1016-j.jallcom.2022.165501.txt,10.1016-j.jallcom.2022.165501.txt,WTaMoNbZr,1,BCC,experimental,"Vacuum Electron Beam Melting (VEBM), Raw materials: Refractory elemental powders of W, Ta, Mo, Nb, and Zr in equimolar ratios with purities over 99.95 wt%, Procedure: Raw powders were melted step-by-step in the high-to-low sequence of their melting points. The RHEA ingot was re-melted and flipped many times to obtain a homogeneous chemical distribution., Ingot dimensions: ~110 mm in diameter and ~120 mm in height",N/A,None,Single Solid Solution
4046,10.1016-j.compositesb.2023.110540.txt,10.1016-j.compositesb.2023.110540.txt,CoCrNi,1,FCC,experimental,"laser powder bed fusion (LPBF), Laser power: 250, Scanning speed: 800, Hatch spacing: 0.11, Layer thickness: 0.04, Preheating temperature: 180",N/A,None,Single Solid Solution
4046,10.1016-j.compositesb.2023.110540.txt,10.1016-j.compositesb.2023.110540.txt,CoCrFeMnNi,1,FCC,experimental,"laser powder bed fusion (LPBF), Laser power: 250, Scanning speed: 800, Hatch spacing: 0.11, Layer thickness: 0.04, Preheating temperature: 180",N/A,None,Single Solid Solution
4046,10.1016-j.compositesb.2023.110540.txt,10.1016-j.compositesb.2023.110540.txt,CoCrNiFeMn,1,FCC,experimental,"laser powder bed fusion (LPBF), Laser power: 250, Scanning speed: 800, Hatch spacing: 0.11, Layer thickness: 0.04, Preheating temperature: 180",N/A,None,Single Solid Solution
4046,10.1016-j.compositesb.2023.110540.txt,10.1016-j.compositesb.2023.110540.txt,FeCoCrNiC0.05,3,Cr23C6 structure + FCC + TiC structure,experimental,"laser powder bed fusion (LPBF), Laser power: 250, Scanning speed: 800, Hatch spacing: 0.11, Layer thickness: 0.04, Preheating temperature: 180",N/A,None,Mixed Solution
4046,10.1016-j.compositesb.2023.110540.txt,10.1016-j.compositesb.2023.110540.txt,CoCrFeMnNiTiN,3,FCC + NaCl-type + TiN,experimental,"laser powder bed fusion (LPBF), Laser power: 250, Scanning speed: 800, Hatch spacing: 0.11, Layer thickness: 0.04, Preheating temperature: 180",N/A,None,Mixed Solution
4046,10.1016-j.compositesb.2023.110540.txt,10.1016-j.compositesb.2023.110540.txt,CoCrFeMnNiOxide,2,FCC + oxide structure,experimental,"laser powder bed fusion (LPBF), Laser power: 250, Scanning speed: 800, Hatch spacing: 0.11, Layer thickness: 0.04, Preheating temperature: 180",N/A,None,Mixed Solution
4047,10.1016-j.intermet.2023.108159.txt,10.1016-j.intermet.2023.108159.txt,AlCrFeNi,7,B2 (Intermetallic) + BCC + FCC + L12 (Intermetallic) + NiAl + NiAl + Ni3Al,Experimental,"arc melting, Temperature: Not explicitly stated, Time: Not explicitly stated",N/A,Partially ordered structures (B2 and L12 phases) formed during aging,Mixed Solution
4048,10.1016-j.matlet.2022.133076.txt,10.1016-j.matlet.2022.133076.txt,AlCrFeMnTiZr0.5,6,BCC + FCC + Al2O3 + MnO2 + Al(OH)3 + Mn(OH)4,experimental,"mechanical alloying (MA), Metal powders purity: 99.9 wt%, Metal powders size: around 45 μm, Ball milling details: Specific parameters such as the duration of milling, ball-to-powder ratio, and milling speed are not explicitly stated in the provided text.",N/A,"No additional thermo-mechanical treatments were mentioned, suggesting the as-milled alloy powders were used directly for catalytic experiments.",Mixed Solution
4049,10.1016-j.vacuum.2023.112369.txt,10.1016-j.vacuum.2023.112369.txt,"NbMoTaW:(N,O)",1,FCC,experimental,"magnetron sputtering, Base pressure: 2.8 × 10−4 Pa, Sputtering pressure: 0.6 Pa, Sputtering power: 100 W, Argon gas flow rate: 20 sccm, Nitrogen gas flow rate: 0, 5, 10, 20 sccm, Substrate temperature: 200 °C, Film thickness: 1200 nm",N/A,None,Single Solid Solution
4049,10.1016-j.vacuum.2023.112369.txt,10.1016-j.vacuum.2023.112369.txt,NbMoTaW:O,1,BCC,experimental,"magnetron sputtering, Base pressure: 2.8 × 10−4 Pa, Sputtering pressure: 0.6 Pa, Sputtering power: 100 W, Argon gas flow rate: 20 sccm, Substrate temperature: 200 °C, Film thickness: 1200 nm",N/A,None,Single Solid Solution
4050,10.1016-j.mtla.2021.101225.txt,10.1016-j.mtla.2021.101225.txt,Nb30Mo30Hf20Co20,1,BCC B2 (Intermetallic),experimental,"vacuum arc melting, Element purity: >= 99.9 wt.%, Sample dimensions: 5 × 3 × 3 mm3, Test conditions: uniaxial compression tests at 22, 600, 800, or 1000 °C in air, Initial strain rate: 10−4 s−1",N/A,Partially ordered structure,Mixed Solution
4051,10.1016-j.scriptamat.2021.114000.txt,10.1016-j.scriptamat.2021.114000.txt,AlCoCrFeNi,1,BCC,experimental,"arc melting, Temperature: 1600, Time: 30 minutes",N/A,None,Single Solid Solution
4051,10.1016-j.scriptamat.2021.114000.txt,10.1016-j.scriptamat.2021.114000.txt,AlCoCrCuFeNi,3,BCC + FCC + Ni3Al,experimental,"arc melting, Temperature: 1550, Time: 45 minutes",N/A,None,Mixed Solution
4052,10.1016-j.corsci.2024.111948.txt,10.1016-j.corsci.2024.111948.txt,(NiCoFeCr)92Nb4Al4,3,FCC + HCP (Intermetallic) + ordered FCC L12 (Intermetallic),Experimental,"arc melting, Temperature: high temperature, Pressure: high-purity Ar atmosphere, Time: repeated melting for six times",N/A,None,Mixed Solution
4052,10.1016-j.corsci.2024.111948.txt,10.1016-j.corsci.2024.111948.txt,(NiCoFeCr)90.5Nb4Al4Si1.5,6,FCC + HCP (Intermetallic) + HCP C14 Laves + cubic C15 Laves phase + cubic L21 Heusler phase (Intermetallic) + ordered FCC L12 (Intermetallic),Experimental,"arc melting, Temperature: high temperature, Pressure: high-purity Ar atmosphere, Time: repeated melting for six times",N/A,Initial state before oxidation,Mixed Solution
4053,10.1016-j.cartre.2022.100216.txt,10.1016-j.cartre.2022.100216.txt,NiCrCuCoFe,1,FCC,experimental,"mechanical milling and sonication-assisted exfoliation, Metal powders: equimolar concentrations of Ni, Cr, Cu, Co, and Fe, Graphite: 99.99% purity, Weight ratios: 20:80, 50:50, 70:30, 90:10, Milling time: 100 hours, Ball to powder ratio: 20:1, Supporting media: toluene, Sonication time: 2 hours, Surfactant: sodium lauryl sulfate (SLS)",N/A,No partial ordering or intermetallic phases observed,Single Solid Solution
4054,10.1016-j.intermet.2024.108206.txt,10.1016-j.intermet.2024.108206.txt,AlCrFeCoNi,4,"FCC + ordered BCC B2 (Intermetallic) + ordered FCC L12 (Intermetallic) + (Cr,Fe,Co)Al",experimental,"arc melting, Temperature: 1200, Time: 0.5 hours",N/A,None,Mixed Solution
4054,10.1016-j.intermet.2024.108206.txt,10.1016-j.intermet.2024.108206.txt,AlCrFe0.6CoNi1.4,3,"FCC + ordered FCC L12 (Intermetallic) + Al3(Cr,Fe,Co,Ni)",experimental,"arc melting, Temperature: 1200, Time: 0.5 hours",N/A,None,Mixed Solution
4054,10.1016-j.intermet.2024.108206.txt,10.1016-j.intermet.2024.108206.txt,AlCrFeCo0.6Ni1.4,4,"FCC + ordered BCC B2 (Intermetallic) + ordered FCC L12 (Intermetallic) + (Cr,Fe,Co)Al",experimental,"arc melting, Temperature: 1200, Time: 0.5 hours",N/A,None,Mixed Solution
4054,10.1016-j.intermet.2024.108206.txt,10.1016-j.intermet.2024.108206.txt,AlCr0.6FeCoNi1.4,4,"FCC + ordered BCC B2 (Intermetallic) + ordered FCC L12 (Intermetallic) + (Cr,Fe,Co)Al",experimental,"arc melting, Temperature: 1200, Time: 0.5 hours",N/A,None,Mixed Solution
4055,10.1016-j.jallcom.2022.164150.txt,10.1016-j.jallcom.2022.164150.txt,TiZrHfMoNb,2,BCC + FCC,experimental,"arc melting, Temperature: 1600, Time: 30 minutes",N/A,None,Mixed Solution
4057,10.1016-j.ceramint.2022.08.201.txt,10.1016-j.ceramint.2022.08.201.txt,Al0.08B0.01Co1.21Cr1.82Fe1.44Mn1.32Ni1.12,3,FCC + specific boride structure + Cr-rich borides,experimental,"vacuum arc melting, Argon atmosphere pressure: 800, Re-melting cycles: 5, Cooling method: water-cooled copper molds",N/A,"Boriding process performed at 900, 950, and 1000 °C for 4 hours",Mixed Solution
4058,10.1016-j.jallcom.2022.167015.txt,10.1016-j.jallcom.2022.167015.txt,CoCrFeMnNi,1,FCC,experimental,"vacuum induction melting, Temperature: Not specified in the provided text, Time: Not specified in the provided text, Atmosphere: high-purity argon protection",N/A,Nitrogen alloying via ferrochromium nitride,Single Solid Solution
4059,10.1016-j.msea.2021.141386.txt,10.1016-j.msea.2021.141386.txt,FeMnCrNiAl,3,BCC (Intermetallic) + FCC + NiAl,experimental,"arc melting, Temperature: 1100, Time: 5 hours",N/A,Partially ordered structure with duplex FCC and BCC phases in S3 sample,Mixed Solution
4060,10.1016-j.actamat.2021.117582.txt,10.1016-j.actamat.2021.117582.txt,HfNbTaTiZr,2,BCC + HCP,combination,"Not explicitly stated, but typical methods for HEAs include arc melting or spark plasma sintering, Annealing temperature: Various temperatures such as 1073 K and 973 K, Cooling rate: Not specified, Post-processing: Samples were annealed at different temperatures to observe phase changes and strengthen the alloy","Density Functional Theory (DFT), Supercell size: 2 × 3 × 5 of the BCC and HCP unit cells, Chemical disorder simulation: Special Quasi-Random Structure (SQS) generated with Monte Carlo algorithm, Truncation of correlation functions: Seventh for pairs, third for triplets and quadruplets, Dft calculations: Performed using Vienna Ab initio Simulation Package (VASP), Pseudopotential: Projector Augmented Waves (PAW), Exchange-correlation functional: Generalized Gradient Approximation (GGA) parameterized by Perdew, Burke, and Ernzerhof, Plane-wave cutoff energy: 400, K-points grid: Gamma centered 5 × 3 × 2",No partial ordering or High Entropy Intermetallic structure identified,Mixed Solution
4062,10.1016-j.ijhydene.2022.05.098.txt,10.1016-j.ijhydene.2022.05.098.txt,AlAlTiTiVZn,5,BCC + BCT + C15 Laves phase + FCC + tetragonal,Experimental,"high-energy ball milling (HEBM), Atmosphere: {'MA': 'argon', 'RM': 'hydrogen'}, Pressure: {'MA': 0.7, 'RM': 3}, Duration: 24, Ball-to-powder weight ratio: 20, Rotational speed: 600",N/A,No partially ordered structure or high entropy intermetallic identified in the initial state before oxidation.,Mixed Solution
4063,10.1016-j.ijhydene.2023.08.127.txt,10.1016-j.ijhydene.2023.08.127.txt,AlCrFeMnCoNi,1,FCC,experimental,"vacuum arc melting, Atmosphere: inert argon, Re-melting: 5 times, Homogenization: {'temperature': 600, 'duration': '10 hours', 'cooling': 'quenched in cold water'}, Ball milling: {'duration': '24 hours', 'ball_to_powder_ratio': 30}, Leaching: {'agent': '2M NaOH', 'duration': '2 hours', 'condition': 'open atmosphere', 'drying_temperature': 50}",N/A,No partial ordering or intermetallic phases detected,Single Solid Solution
4064,10.1016-j.jmrt.2023.06.109.txt,10.1016-j.jmrt.2023.06.109.txt,Cu55Al20Ni12Ti8Si5,2,BCC + NiTi,experimental,"HVOF spraying, Oxygen flow: 802.3, Kerosene flow: 0.38, Spray distance: 320, Spray gun speed: 280, Argon carrier gas flow rate: 10.86, Powder feed rate: 5.5, Feedstock: Cu-based MEA powders, manufactured by vacuum gas atomization process with high gas pressure of 15 MPa and ultimate vacuum of 6.6 × 10−2 Pa, sieved to 30–53 μm size, Substrate: AISI 316 L stainless steel",N/A,None,Mixed Solution
4065,10.1016-j.matdes.2022.110847.txt,10.1016-j.matdes.2022.110847.txt,AlCoCrFeNiCu,1,FCC,experimental,"selective laser melting (SLM), Laser power: 135-180 W, Scanning velocity: 300-600 mm/s, Atmosphere: argon with oxygen concentration <100 ppm",N/A,No partial ordering or high entropy intermetallics observed,Single Solid Solution
4066,10.1016-j.jnucmat.2022.154093.txt,10.1016-j.jnucmat.2022.154093.txt,AlCrFeMoTi,1,-,experimental,"reactive RF magnetron co-sputtering, Target composition: mosaic target of Al, Cr, Fe, Mo, Ti, Sputtering rate factor: K(Al, Cr) ≈ 1.5K(Fe, Mo) ≈ 3K(Ti), Substrate preparation: polished with SiC paper and diamond lapping pastes, Target to substrate distance: 9, Background pressure: 2 × 10−3 Pa, Work pressure: 0.5, Ar gas flow rate: 50, Sputtering temperature: 300, Sputtering power: 200, Nitrogen flow rate: varied periodically, Maximum nitrogen flow rate: 12, Nitrogen injection time: varied, Nitrogen closing time: varied, Total deposition time: approximately 3 hours, Total thickness: approximately 4.0 μm",N/A,Initial state before oxidation is amorphous,Intermetallic
4066,10.1016-j.jnucmat.2022.154093.txt,10.1016-j.jnucmat.2022.154093.txt,AlCrFeMoTiN,1,NaCl-type FCC,experimental,"reactive RF magnetron co-sputtering, Target composition: mosaic target of Al, Cr, Fe, Mo, Ti, Sputtering rate factor: K(Al, Cr) ≈ 1.5K(Fe, Mo) ≈ 3K(Ti), Substrate preparation: polished with SiC paper and diamond lapping pastes, Target to substrate distance: 9, Background pressure: 2 × 10−3 Pa, Work pressure: 0.5, Ar gas flow rate: 50, Sputtering temperature: 300, Sputtering power: 200, Nitrogen flow rate: varied periodically, Maximum nitrogen flow rate: 12, Nitrogen injection time: varied, Nitrogen closing time: varied, Total deposition time: approximately 3 hours, Total thickness: approximately 4.0 μm",N/A,Initial state before oxidation is NaCl-type FCC solid solution,Single Solid Solution
4067,10.1016-j.msea.2019.138423.txt,10.1016-j.msea.2019.138423.txt,CoCrFeMn,2,FCC + HCP martensite,experimental,"hot rolling and homogenization, Homogenization temperature: 1200, Homogenization time: 2 hours, Hot rolling temperature: 1100, Secondary homogenization temperature: 1200, Secondary homogenization time: 6 hours",N/A,None,Mixed Solution
4068,10.1016-j.jmst.2022.06.009.txt,10.1016-j.jmst.2022.06.009.txt,CrMnFeCoNi,5,"FCC + cubic + tetragonal + (Cr, Mn, Fe, Co, Ni)23C6 + (Cr, Mn, Fe, Co, Ni)5(Cr, Mn)",experimental,"mechanical alloying and vacuum hot-pressing sintering, Ma time: 20-40 hours, Sintering temperature: 1223, Sintering time: 1 hour, Pressure: 50 MPa, Vacuum pressure: 1 Pa",N/A,None,Mixed Solution
4069,10.1016-j.jallcom.2023.172232.txt,10.1016-j.jallcom.2023.172232.txt,AgAuCuPdPt,1,FCC,Experimental,"arc melting, Temperature: 800, Time: 24 hours, Cooling rate: slow, Reduction ratio: none",N/A,none,Single Solid Solution
4069,10.1016-j.jallcom.2023.172232.txt,10.1016-j.jallcom.2023.172232.txt,Ag30Au33Cu17Pd10Pt10,1,FCC,Experimental,"arc melting, Temperature: 700, Time: 12 hours, Cooling rate: slow, Reduction ratio: none",N/A,none,Single Solid Solution
4069,10.1016-j.jallcom.2023.172232.txt,10.1016-j.jallcom.2023.172232.txt,Co10Cu10Ga60Ni10Zn10,1,FCC,Experimental,"arc melting, Temperature: 600, Time: 10 hours, Cooling rate: slow, Reduction ratio: none",N/A,none,Single Solid Solution
4069,10.1016-j.jallcom.2023.172232.txt,10.1016-j.jallcom.2023.172232.txt,CoCrFeNiNb,1,FCC,Experimental,"arc melting, Temperature: 1000, Time: varies, Cooling rate: rapid, Reduction ratio: none",N/A,none,Single Solid Solution
4069,10.1016-j.jallcom.2023.172232.txt,10.1016-j.jallcom.2023.172232.txt,CoCuGaNiZn,1,FCC,Experimental,"arc melting, Temperature: 500, Time: 8 hours, Cooling rate: slow, Reduction ratio: none",N/A,none,Single Solid Solution
4069,10.1016-j.jallcom.2023.172232.txt,10.1016-j.jallcom.2023.172232.txt,AuAgPtPdCu,1,FCC,Experimental,"arc melting, Temperature: 800, Time: 24 hours, Cooling rate: slow, Reduction ratio: none",N/A,none,Single Solid Solution
4069,10.1016-j.jallcom.2023.172232.txt,10.1016-j.jallcom.2023.172232.txt,Cu6Co1Ni2Zn1,1,FCC,Experimental,"arc melting, Temperature: 700, Time: 12 hours, Cooling rate: slow, Reduction ratio: none",N/A,none,Single Solid Solution
4069,10.1016-j.jallcom.2023.172232.txt,10.1016-j.jallcom.2023.172232.txt,Cu6Ni3Zn1,1,FCC,Experimental,"arc melting, Temperature: 700, Time: 12 hours, Cooling rate: slow, Reduction ratio: none",N/A,none,Single Solid Solution
4069,10.1016-j.jallcom.2023.172232.txt,10.1016-j.jallcom.2023.172232.txt,MgCoNiCuZn,1,FCC,Experimental,"arc melting, Temperature: 600, Time: 10 hours, Cooling rate: slow, Reduction ratio: none",N/A,none,Single Solid Solution
4069,10.1016-j.jallcom.2023.172232.txt,10.1016-j.jallcom.2023.172232.txt,TiZrNbHfTa,1,BCC,Experimental,"arc melting, Temperature: 1200, Time: varies, Cooling rate: rapid, Reduction ratio: none",N/A,none,Single Solid Solution
4069,10.1016-j.jallcom.2023.172232.txt,10.1016-j.jallcom.2023.172232.txt,MoWVNbTa,1,BCC,Experimental,"arc melting, Temperature: 1100, Time: varies, Cooling rate: rapid, Reduction ratio: none",N/A,none,Single Solid Solution
4070,10.1016-j.jallcom.2020.157424.txt,10.1016-j.jallcom.2020.157424.txt,Ge16.65Si16.65Fe22.2Ni22.2Mn22.3,2,HCP + orthorhombic,experimental,"arc melting, Temperature: Not specified, Time: Not specified, Elements purity: > 99.9 wt%, Atmosphere: argon, Number of melts: 4",N/A,No additional thermo-mechanical post-processing mentioned,Mixed Solution
4071,10.1016-j.apcatb.2023.123358.txt,10.1016-j.apcatb.2023.123358.txt,PdPtRuMoZn,1,solid solution,experimental,"quenching method followed by reduction, Quenching temperature: 800, Reduction temperature: 800, Reduction time: 3 hours, Atmosphere: 10% H2/N2",N/A,None,Intermetallic
4072,10.1016-j.jallcom.2019.01.341.txt,10.1016-j.jallcom.2019.01.341.txt,AlCuNiFeCr,3,BCC + FCC + complex carbide (Intermetallic),experimental,"mechanical alloying and spark plasma sintering, Ma rotational speed: 580, Sps temperature: [700, 800, 900], Sps pressure: 150, Sps dwell time: 15",N/A,Partially ordered B2 structure,Mixed Solution
4073,10.1016-j.jallcom.2022.165385.txt,10.1016-j.jallcom.2022.165385.txt,AlCoCrFeNi,3,B2 + BCC + FCC,experimental,"arc melting, Temperature: Not specified in the provided text, Time: Not specified in the provided text",N/A,None,Mixed Solution
4074,10.1016-j.patter.2022.100553.txt,10.1016-j.patter.2022.100553.txt,IrPtRuRhAg,1,FCC,theoretical,"Density Functional Theory, Calculation method: DFT, Details: Adsorption energies of OH* intermediates calculated",N/A,None,Single Solid Solution
4074,10.1016-j.patter.2022.100553.txt,10.1016-j.patter.2022.100553.txt,IrPtRuAgFe,1,FCC,theoretical,"Density Functional Theory, Calculation method: DFT, Details: Adsorption energies of OH* intermediates calculated",N/A,None,Single Solid Solution
4074,10.1016-j.patter.2022.100553.txt,10.1016-j.patter.2022.100553.txt,IrPtRhAgFe,1,FCC,theoretical,"Density Functional Theory, Calculation method: DFT, Details: Adsorption energies of OH* intermediates calculated",N/A,None,Single Solid Solution
4074,10.1016-j.patter.2022.100553.txt,10.1016-j.patter.2022.100553.txt,Ir48Pt74Ru30Rh30Ag74,1,FCC,theoretical,"Density Functional Theory, Calculation method: DFT, Details: Adsorption energies of OH* intermediates calculated",N/A,None,Single Solid Solution
4075,10.1016-j.msea.2022.144432.txt,10.1016-j.msea.2022.144432.txt,CoCrFeNi,1,FCC,experimental,"vacuum induction melting, hot rolling, annealing, Temperature: 1200, Duration: 3 hours",N/A,None,Single Solid Solution
